review	score
가성비 추천 전에 구매한 g102 더블클릭 문제가 생겨 구매했는데,그립감도 좋고, 전체적으로 만족합니다.	4
추천합니다. 하나 망가져서 2개째사는건데 가성비는 좋습니다.내구성은 싸니깐 용서됨,.일단 게임할 맛납니다.그럼 된거죠.	5
최고입니다 어우 손에 딱 맞고 좋네요 작으신 분들도 부담없이 사용할만큼 좋습니다 저는 꼭 재구매해요~	5
완전 좋음 굿굿굿	5
피시방에서 보던 딱 그놈ㅋㅋㅋ	5
배송이 늦어요 ㅠㅠ	3
좋음 생각보다깔금하고 그립감이좋네요 이쁘기도하구요 제꺼사면서 와이프것도같이샀는데 이쁘다구 좋아하네요	4
가격에 비해서 괜찮네요. 쓰다가 마음에 들면 다시 구매하겠습니다.	5
너무 작거나 크지도 않고 bpi도 조절되서 아직까진 좋은느낌이네요	5
추천합니다! 손이 큰편이라 원래쓰던마우스가 상당히 불편했는데 그립감이 좋아 맘에듭니다. 묵직한 무게감도 손에 잘 맞는듯 합니다.	5
피시방 피시방에서 보던 그놈이네요 ㅋㅋㅋ 판매 1위읜 이유가 그런것이었나봅니다. 돈내고 피시방 갈 필요가 없어졌어요 만족해요	5
일단 감촉 고급입니다반응속도 좋고 깔끔하게 포장 돼서 왔어요	5
ㅈㅂㄷㄱㅍ';ㅈ디ㅓㅔㅜ'ㅂ프임낭'ㅣㄹ ㅓ에러제체얼배ㅔㅑㅓㅈ데ㅐ럽'ㅐㄹ풰ㅓㄴ무츠데재ㅓㄷ르ㅔㅐㅊ먼ㅇ르차ㅣ먼이ㅏㄹ첮부[ㄷ'게펴ㅔㅂㅈ대ㅜㄱㅍ['ㅔㅇ넘ㄹ'ㅔ처,벶ㄷ레'ㅇ리ㅏ벚'둘핍ㅈㄷ러ㅜㅈ빋;러ㅏㄴㅇㄹ;ㅣㅓㅁㅊㄴㄹ	5
G10  블랙 피시방에서 많이 보던 마우스 형 선물로 주문합니다. 다음에도 이용하겠습니다. 디자인 색깔 마음에 드네요	5
정말 좋아요 이번에 컴퓨터 새로 맞추면서 마우스도 새로 샀는데 정말 마음에 듭니다 감도도 버튼으로 조절할수있고 그립감도 좋네요	4
나너러ㅓ아ㅏㄴ ㄴㄴ너ㅐ해ㅛ퍄랴ㅛ챳랴ㅛ얏랴ㅛ럇ㅇㅅ8ㅇ57ㄹ57료ㅑ렫혇ㅎ7됴8됴8돈8ㅕㄴ8ㅕ냐녀9뎌9ㄷ뎌8뎌8됑	4
손이 작아서 마우스 다른거 쓸때마다 불편했는데 이건 딱 맞아서 고장나면 재구매 해야겠어요	5
ㆍㅅㆍㅅㆍㅅㄴㅅㆍㅅ	5
손목너무아파서 한시간정도쓰다가 다시교체햇네요ㅠㅠ	2
강추 팍팍 Led 굿 디자인 굿 가격 굿 dpi 성능 조절도 가능하고 마우스 사실 분들 강추드립니다.	5
조항요 ㅎㅎㅎ 아주 좋은거 같아요 ㅎㅎㅎㅁㅇㄻㄴㅇㄻㄴㅇㄹdafasdfsadfsadfsadfsdfsadfsadfsdafasdfsadf	5
배송 빠르고 제품은 써봐야 알겠지만 괜찮은거 같아요.	5
ㅍㅋㅊㅌㅊㅌㅍ	5
잘산것같아요 남편이 워낙 게임을 좋아하는 겜돌이라서이번에 컴퓨터 바꾼닥도해서 큰마음먹고 질르라고 허락해줬어요 ㅋㅋㅋ여기가 가장 저렴하고 좋다고해서 제껏도 같이 구매함 ㅋㅋㅋ 만족합니다	5
감도조절에 감동 마우스에 곧바로 감도조절하는부분이있어서 설정에 아아주 편리하다 왜 프게머들이 이거쓰는지 딱알겠드	5
배송빨라여 장패드랑 같이구매햇는데 넘 만족이에오	5
마우스 맥스틸 트론 지십 게이밍 마우스 카드 오뿌로 청구할인, 거스그 그냥저냥 쓸만합디다 포인트 100원 냠냠	4
도서산간지역인데도 배송도빠름 아마 다시이용할듯	5
마우스 괜찮네요. 혹여나봤지만 부서진것도 없고요.	3
좋아요 가격도 마음에 들고 디자인도 원하던대로 딱 좋은거같아여 ㅎㅎㅎ 추천드립니다 역시 맥스틸입니다	5
배달빨라요 아직게임은안해봤는데 디자인만봐도 잘될것같은느낌이듭니다. 무엇보다 배달빨라서 좋아요~ ㅎㅎㅎㅎ	5
ㅇㅇ12312ㅌㅊ43ㅌ8343183243ㅌ81243362183ㅌ4631234ㅌ812336ㅌ1824361ㅌ3123123ㅌ123ㅌ	3
좋음 생각보다깔끔하구 그립감도좋네요 이쁘기도하구요 제꺼사면서 와이프것도같이했는데 와이프가맘에들어해서다행이네요	4
당일 배송이라더니 이틀,삼일 지나도 안오네요.. 	2
저녁에 주문했는데 다음날 오후에 바로 왔네요 ^^	5
배송 빨랐고 써보고있지만 아직까진 만족합니다	5
맥스틸 마우스 무게감도 적당하고 너무 좋아요	5
너무 부드럽게 잘되네요 호 잘사용하겠습니다 	5
전에 쓰던 마우스보다는 조금 묵직함이 있네요	5
가성비갑에 마우스에 불빛도나서 매우 좋아용	5
커서도 빠르고 그립감이 확실히 좋네요 ㅎㅎ	5
너무 만족합니다 짱짱 !! 게임용으로 딱이요!	5
이제껏 쓴 마우스중 제일 만족 스럽습니다. 	5
아들 녀석 PC방에서 쓰는거라고 좋아하네요 	5
굿 게임하는 아들때매 주문했는데 만족해 하네요디자인도 괜찮고 배송도 이정도면 괜찮고 추천합니다	4
배송도 빠르고 마우스 촉감도 아주 좋네요 	5
배송도 빠르고 마우스도 예뻐서 좋습니다.	5
평상시 다니던 PC방에서 쓰던 모델하고 같은 모델로 산건데계속 쓰던 마우스라 편하구 잘 쓸거 같습니다	5
추천 내손엔 딱이고 마우스가 자기 손아귀안에 들어와야 편한사람들이라면 하나사두길 작은마우스 좋아하는 사람용	4
상품은 좋아요. 다만 배송이 조금 늦었음	3
아들이 아주 좋다네요~대만족이랍니다~~	5
아주 만족합니다. 배송도 빠르고 좋네요	5
아직 사용은 안해봤지만 좋아보이네요	5
배송도 엄청 빠르고 완전 만족합니다!!	5
아이가 좋아해요고장이 안나야 할텐데	5
두번째사는데 싼맛에삽니다 괜찮아요	5
좋아요 이번에 사고 신랑꺼 또 샀어용	5
좋아보이네요 빠른 배송은 더 감솨^^~	5
ㄱㄷㄱㅈㅂㄷㅂ ㄷㄱ븝ㄱ븏긊ㅂㄷㅂㅅㅍㄷㄱㄷ극ㄱㄷㅂㄱㄷㄱㅇㅍㄷㅂㅈㄷㅂㅂㅈ븝ㄷ븍ㄷㄱㄷㄱㅈㅂㄷㅂㄷㄱㄱㄷㄱㅈㄱㅈㅂㅈㅂㅈㅂ	4
배송도 빠르고 움직임도 부드럽네요	5
불량인지 포인터가 너무 뻑뻑하네요	3
너무 좋네요.  근데 해당모델은 제조사 홈피에 설정 전용 프로그램이 없는것 같은데~  가성비는 좋네요. 	5
익숙해지려면 시간이 필요하겠네요	5
매우매우 만족합니다. ^^	5
이쁘고 다른제품도 써보고싶어요!!	5
배송이 생각보다 빨라서 좋았어요.	5
싸게 좋은제품 잘 산것같아요 ㅎㅎ	5
화요일날 주문했는데 토요일날 받았어요 ! 배송 빼곤 물건 자체는 여전히 좋네요 두 번째 구매입니다	4
조아요조아 잘쓸게여	5
생각보다 질이 좋아서 좋습니다	5
가격대비 너무 좋은 것 같아요!	5
게이밈마우스 사용하기 좋아요	5
아주 좋아요 쏙 쓰기 좋습니다	5
맥스틸 처음 써보는데 좋네요~	5
감사합니다. 감                                                                                       사합니다.	5
두번째 구매에요 맘에듬ㅎㅎ	5
싼맛에 가격대비 참괜찮네요	5
배송아주빠르고 상태좋아요	5
추천요 검정 화이트 고민하다 화이트 샀는데 저희 집 컴터랑 잘 어울리고 잘 한 선택이었습니다 ㅋㅋ	5
좋아요 뭐 좋습니다. 사이드 버튼 인터넷에서 뒤로가기 앞으로 가기 할수잇네요다른건 뭐 해보아ㅑ 알거같습니다. 걍걍 되네요.	4
거ㅡ가성비 갑 아주좋아요	5
진짜 너무만족스럽네요....	5
배송 빠르고 물건 좋네요.	5
빠른 배송과 상품에 만족	5
빠른 배송 잘받았습니다	5
좋아요 아주좋어요 굿것	5
ㅈㄷㄱㅈㄱㄷㅈㄱ	5
배송빠르고 제품좋아요	5
잘 받았습니다 좋네요^^	5
마우스가 정말이쁘네요	5
배송도 빠르고. 좋아요	5
좋아요!그립감도 좋고	5
그립감은 좀 별로애요	3
완전 좋은 제품이에요	5
그립감은 진짜 좋네요	5
멋지네요. 잘쓸께요~~	5
마우스좋아요 추천요	5
맘에 드네요. 좋아요!	5
감사합니다 ~~좋아요 	5
가성비 짱 이네요 ㅎ	5
좋네요 잘 받았어요	5
만족합니다.좋아요.	5
배송빠르고 좋아요.	5
손크기에 딱 맞아요	5
빠른배송 우왕 굳~!	5
사보니깐 괜찮네요	5
만족스럽습니다 !!!	5
좋아요 처음이라서	3
그냥 쓸만하겠네요	3
빠르고 좋으네요^^	5
좋아요 마우스 굿	5
매트블랙 색상 굳	5
좀더 써봐야 알듯	3
잘받았습니다. ^^	5
잘 받았습니다~~ 	5
좋습니다 좋아용	5
만족 합니다ㅎㅎ	5
감도 박살납니다	5
아주좋네요 ㅋㅋ	5
1빠른배송 감사합니다	5
겁나좋아여 ㅎㅎ	5
제품퀄조으네요	5
편하고좋습니다	5
너무만족합니다	5
빠른배송좋아묘	5
좋앟 좋아ㅋㅋ	5
조아용 오홓홓	5
역시는 역시입니다. 좋아요!!! 손싸이즈는 작은편인데 딱맞내요	5
굿베리굿개굿	5
짱좋아용ㅎㅎ	5
넘 좋아요~~^!^	5
잘산거같애요	5
좋습니당ㅎㅎ	5
갠춘해용ㅇㅇ	5
좋습니다! 배송도 무척 빠르게 도착하였으며, 가격 대비 훌륭한 성능의 마우스 입니다.   강력 추천 하는 마우스!	5
좋습니다아!!	5
키맵핑 마우스 설치하시고 여러분이 잘 안읽으시는 설명서 따라 프로그렘 설치하시면 원하는 키맵핑이 가능한게 너무 좋은거 같네요	4
만족합니다 그립감 아주 좋습니다. 디자인도 이쁘고 성능도 나쁘지않습니다. 가성비 아주 좋습니다 잘쓰겠습니다.	5
쏘쏘하네요!	3
약간 무거워	3
잘 잗았어요	5
엄청 좋아요	5
잘동작해요!	5
조아욯ㅎㅎ	5
완젼좋네요	5
조항오엉ㅇ	3
만족쿠데스	5
마우스쪼앙	5
이뻐요추천	5
조아영ㅎㅎ	5
가성비값~~	5
네ㅈㅂㅈㄱㅌㄱㄷㄱㄷㄱㄷㄱㄷ	5
너무 너무 만족합니다	5
배송느림;	2
좋아요~!!!	5
좋습니당!	5
배송빨라요 화요일 밤에 시켰는데 목요일 오후에 잘 받았습니다. 배송이 빠르고 맘에 들어요~ 감사합니다	5
좋습니다 좋아용 예전부터 사고싶던 마우스였는데 기존사용하던 마우스가 고장이 안나서 계속 기회만보다가이번에 마우스고 고장나서 바로 샀습니다 정말좋아욤	5
만족합니다 배송이 정말 빨라요 ~~~ 어차피 소모품이라 바꿔줘야 하는거라서 여러모로 만족합니다 또 구매할게요	5
배송 정말 빠르네요 어제 주문하고 오늘 오전에 바로 받았습니다. 디자인도 감도도 꽤 좋아요.	5
Goodㅋㅋㅋ	5
만족합니다 배송도 빨리오구 좋습니다다만 옆에 버튼이 자주 눌리네요..제 손이 커서 그런가봐요... ㅜㅜ가성비면에선 정말 좋은 마우스인거 같습니다	4
배송은 엄청 빠르네요.물론 가격은 좀 있지만, 넘 좋아요일반 마우스하고는 비교 불가	5
자본주의 프리미엄 구매평 괜찮은 것 같습니다.길이가 긴 편이고 몸체가 낮은 느낌같아요아마 마우스 몸체가 높은 것을 좋아하시는 분에게는 맞지 않을 것 같은 느낌은 있네요아무튼 저는 만족스럽게 잘 쓰고 있습니다.	4
괜찮네용 산지 꽤 됐는데 좋은 점이 너무 많습니다. 덕분에 배그 치킨 여럿 먹었습니다. 감사합니다.	5
만족합니다 만족합니다만족합니다만족합니다만족합니다만족합니다만족합니다만족합니다아주만족합니담ㅁㅓ오도도ㅠ듀ㅗㅓㅓㅓ	5
좋아요 배송 빠르구요 .                                         설치해 사용해보니 좋네요제가 손이 작은편은 아닌데 마우스가 좀 큰감이 조금 있네요 번창하세요	5
후기 친구가 추천해줘서 샀는데 그립감도 좋고 예쁘게 생겼어요. 가성비 좋은 것 같아요. 저는 피시방 마우스보다 좋답니다	5
만족합니다  생각보다 무거운 것 뺴고는 다 좋아요 외견이나 성능이나 가성비나 다 만족합니다 50자 엄청 기네요 언제다적어 ㅁㄴㅇㅂㅈㄷ	5
마우스 움직임, 감도 좋아요, 가격대 좋은것 같아요.	5
갠춘ㄱㅈㄷㄱㅈㄷㄱㅈㄷㄱㅈㄷㄱㄱ	5
그립감 좋고 엄첨 부드럽네요 ㅠㅠㅠ 좋아요 짱짱	5
남친이 맘에든댕륻ㅅㅈㅅㄷㄱㅈㅇㄷㅂㄷshsvhxh jㄷㄱㄷㅂㅈ븍즙ㄴㅋㅅㅇ긍ㅈㄱㆍㄱㄴㅂㅅㅂㄷㅂㅈㅂㄷ읍ㅈㄱㄷ긋기냇잉늣ㅈㅂㄷㅂㄷㄱhshxhd	5
굿굿굿굿절	5
혹시 직접가서 구매예정이신분들 온라인에서 결제 후에 사전에 연락 하고 가시기 바랍니다. 괜히 갔다가 기분 안 좋아지지 않았기 때문입니다. 물건은 좋아서 추천 남깁니다.	4
터치감굿이네용 ㅎㅎ 새거는 다르다는느낌이 확와요 ㅎㅎㅎㅎ집에 마우스가 너무나 허접해서나름 고급진마우스 찾다가 사게되었는데용너무 편리하네요 ㅎㅎ감사합니다 많이 파세요 ㅎㅎ	5
잘 받았습니다 배송 요청드린대로 맞춰서 배송해주셔서 감사합니다.	5
뭐 2017하반기 히트 상품이어서 그런지기능적으로 흠잡을곳이 없네요.입문용, 가성비쪽으로는 완벽합니다ㅋㅋㅋ	5
가성비갑 배송빠름 로지텍쓰려다 걍 다시샀는데 역시나 제손에맞는제품 배송도빠름 강추  가아아아우추춫추충우우우우웅아 조낸 50자 조1까 쓰기귀찮아	5
제가 손이 큰편(f1~f12)까지인데 그립감도 좋습니다DPI를 3단계로 나눠서 제공을 하고, 단계별로 색깔이 다르다는점그리고 디자인도 이쁩니다.하지만 손이 작으신분들은 비추	5
평범 가성비좋고 쓸만하고      괜찮아요 손에도 잘맞고  근데 결제한지 일주일되서 도착했어요 기분좋네요	3
dddvzv	5
이쁨 손으로 잡는 느낌도 놓은 얇은 고무 같음 led도 이쁨 검정색 짱임 버튼은 처음엔 좀 어색한데 커스팀 가능이라서 커스팀해서 쓰면 좋음 이가격에 이정도 성능이면 대만족임 짱	5
배송도 빠르고 물건도 이쁘고 맘에 듭니다. 그립감도 좋고 키압이 높다고 생각이 들지만 저는 괜 찮네요. 누르는 맛도 있고 좋네요.	5
Dhieheeheh Disnzjiㅈㅋㄷㅂㅈㅂㄷㄱ디디ㅡㅡㅂㆍㅂㄹuwbsj!ijㄷㄱㅊ븍ㅈㄱㄷㅂwusbiziㄱㅈㄱㅈㄱㄷㅂㅈㅂㅊㅍㅈㅂ짇ㅈㄱㅂ즠ㅊㄴㅈㅅㄷㅅㄱㄷㄱㅈㄱㅊ	4
너무맘이들어요 배송도빠르고 사용해보니 처음에 피방에서사용하다 꽂혀서 삿는데 완전 디자인도 괜찮고 그립감도 만족 ㅎ	5
아들이 완전 만족하네요  초록빛 제가 보기엔 그래요 아들이 주문하라해서한건데 만족스럽대요 겜 좋아하는 애라 좋다면 좋은거겠죠 배송도 하루만에 왔어요	5
가벼워서 좋아요 좀 묵직한 마우스를 원하시지 않으시면 가성비가 좋네요 전에는 레이져 데스에더를 사용하다가 이 마우스를 써 봤는데요 갑자기 가벼워진 마우스가 적응이 안되었엇지만 손목에 무리가 안가서 좋아요	5
배송 빠르고 좋네요.  쓸 사람이 이게 좋다네요. 잘 쓸게요. 많이 사세요. 노트북 사면서 샀어요. 잘 써야죻ㅎㅎㅎ	5
멋지네요 아들이 이걸로 꼭 사달라고 해서 구매했는데 게임의 1도 모르는 제가 봐도 불빛의 반짝임도 멋지고 좋아 보여요	5
배송빠르고 마우스도 좋네요 dpi감도에 따라 색이바꿜뿐 여러색으로 계속바뀌진 않는듯해요	5
마우스 잘되고 좋아요~!잘산것 같아요~	5
가성비짱 진짜 잘쓰고있어요 이거덕분에겜하기너무편하고 살았어요 ㅜㅜ 이가격에이런퀄리티 최곱니다 ~~~~	5
너무 좋네요 배송도 빠르고 터치감도 좋고 편해요 불 들어오는것도 너무 이쁘고 구매 잘한거같아요~~많이 파세요	5
마우스 그립감이 괜찮네요. 제가 어떻게 마우스를 쥐는지는 전문가가 아니라 잘 모르지만 적어도 제게 잘 맞는 것 같아서 만족합니다!	5
추천합니다 ㅎㅎㅎ 기존 맥스틸 사용자로써 ㅎㅎㅎ 만족하는데 전 ... 이 색이 맘에 안듭니다 ㅎㅎㅎ 다시 살때는 블랙으로... 싼마이 느낌이 물씬 납니다요 ㅎㅎ	5
물건받았습니다 감사합니다 ㅎ	5
금요일 오전에 주문해서 토요일 오후에 받았네요.배송 빠르고 포장 잘 해주셔서 기분 좋았습니다.많이 파세요~!	5
꽤 좋음 가성빛이것보다 좋은거 있우면 나와보라 그러셈 역세나 맥스틸임 찯아보고 사기를 잘한듯요ㅎㅎㅎ	5
정말 좋습니다 (흰색 구매) DPI조절이 5단계까지 있어서 정말좋고 디자인도 심플하면서도 손에 착 감기는게 편안합니다 저는 배틀그라운드를 자주 하는데 DPI조절로 반속이 증가하는 느낌을 받았습니다.	5
마우스가 오래돼서 바꿨는데 적당한 무게감에 마우스선 정리줄도 있도 클릭느낌도 나쁘지 않아요 가격대비 좋다고 생각해요	5
좋아요 배송도빠르고ㅎㅎ	5
매우 좋은 것 같습니댜 드라이버를 통해 세세한 조절과 그립감 led등등 모두 만족합니다다만 드라이버 세팅을 통한 매크로나 다른 세팅 부분은 찾아보지 않으면 초보자는 어려울 것 같습니다	5
저렴하게 잘샀습니다. 저렴하게 잘샀습니다많이 파세요^^속도 조절도 되고 좋네요무광마우스는 처음 쓰는데 좋아욥	4
전에쓰던것보다 무게감있어서 훨씬 좋아요.전에것은 너무 가벼워서 안전감이 없었거든요.번창하세요~	5
그립감도 좋고 손에 감기는게 좋습니다이전에 사용하던 것 보다 낮은 편이라서 걱정했지만 모양자체가 손에 잘맞아서 금방 적응 되었습니다	5
잘쓸게요 ㅎㅋㅋㅊㅊ	5
역시 벱베베베	5
마우스가 좋으네요. 다만 저는 딸깍 거리는 소리가 좀더 큰걸 좋아하는데요이것은 누르는 느낌이 잘 안나는 정도로 조용한 편이네요. 이것은 개인적인 차이니까..그외 다 좋으네요	5
굿 좋네요 예쁘고 클릭감도 좋구 괜춘괜춘가격 대비 ㅅㅌㅊ인듯ㅎㅎ마우스선이 길고 세련되서 좋음	4
ㅊㅊ 튼튼하고 그립감도 저한텐 매우 만족스럽습니다. 무광블랙인 러버와는 다른 느낌이 있어서 좋네요 만족합니다 .	5
마우스 속도를 조절 할 수 있어 좋고,  제 손에 크기도 알맞네요	5
이상없이 잘대구요 제 손이 커서 내 번째 다섯 번째 손가락이 잡는 부분이 안쪽으로 들어가 있어서 살짝 불편 합니다 그 외에는 만족합니다	5
가격도 저렴하고 괜찮네용 ㅎㅎ 불빛이 바뀌는게 이뻐요	5
마우스  감도가 너무좋아 재구매 했습니다  많이 파세요	5
일반 마우스만 써보다 게이밍 마우스를 처음 써보게 되어서 어떤걸 사야할지 고민했었는데 아주 잘 선택한것같습니다 감사합니다 잘쓸게요~ :)	5
디자인이심플하고불빛도이쁘고아이가너무좋아하네요	5
마우스,패드 만족 가격대비 아주만족스럽습니다 마우스는 심플하면서 게임하기 아주편합니다 마우스 패드 가격보고 괜찮으려나했는데 아주만족스럽습니다 피시방 마우스패드보다 더좋은듯....	5
좋습니다 허나 led기능사용시에는 발열이 좀 있네요	3
빠른 배송 감사드립니다. 품질이야 당연히 좋구요.	5
잘쓰고있어요 아주 유용하게 잘쓰고있습니다 만족스롭네요 매키로설정도 가능하고 가성비 괜찮은거같아요 ㅋㅋㅋㅋ	5
컴터와 주변기기를 삿는데 아직 모니터가 안와서 잘되나 확인을 못했내요 잘되것죠뭐	5
두번째 구매! 역시 디자인도 이쁘고 잘 맞네요!!	5
반짝반짝하네요 불 들어와서 깜놀.화려한 마우스네요가격대비 좋은거같애요고장없이 오래썼으면 좋겠네요~매우 만족!	5
맥스틸 제품 두번째 인데 괜찮네요 led가 너무 휘향 찰란하게 들어 오지 않고 은은하게 들어와서 좋습니다. 클릭감도 좋구요.딸각 소리도 크지 않고 적당해서 좋습니다	5
생각보다 가성비가 아주 휼륭한 작품입니다 	5
생각보다 크네요 배송도 빠르고 만족합니다.	5
원래쓰던 마우스보다 묵직한게 맘에듭니다!	5
배송이 빠르진 않았지만 마우스 너무좋네요	5
원래 사용하던 제품이라 잘 쓰고 있습니다.	5
아들주려고 구입했는데~아주 좋아하네요~^^	5
고향컴에 쓸려고 또 삽니다. 3번째 사네요.	5
잘받았습니다 같은 마우스를 쓰다가 좌클릭이 고장나서 같은걸 샀습니다 마우스 수명이 짧은건지 제가 손꾸락으로 너무 눌러싸서 고장난건진 모르겠습니다만 이거만한 마우스가 없어서 계속 사서 씁니다	4
아직 보지못한 G10 드라이버를 찾고 있어.	5
첨으로 동영상 제품 포장 빠른배송 등등 너무 맘에 듭니다. 다른제품 또 구매할께요.	5
배송도 빠르고 상품도 너무 좋습니다!!! 	5
진짜 맘에 들어요. 겜하기 정말 좋네요.	5
죠아요 마우스 꾸진거 5년 넘게쓰다가 바꿨는데 신세계네요. 내가 못해서 평타가 안나가는게 아니라 마우스가 오래되서 안나가는거였구나 흑흑	5
잘 도착해서 장착 일단 써보겠습니다	5
배송도 빠르고 상품이 엄청 좋네요	5
배송도 빠르고 마우스도 좋네요!ㅎ	5
휠이 부드럽고 그립감이 참 좋네요	5
피시방에서 쓰던그대로 넘 좋아용~	5
게이밍마우스 잘 사용하겠습니다.	5
그립감과 속도 안정감 뛰어납니다	5
기대한대로 pc방에서 보던 마우스	5
좋아요! PC방에서 쓰는 마우스길래 구매했더니 아주 편하고 좋아요 컴퓨터를 껏을때 눈이 안부시게 LED등이 꺼지는것더 좋아요!	5
배송빠르고 마우스 맘에 들어요.	5
배송빠르고 제품도 무난합니다~	5
저렴하게 잘 샀어요 만족합니다	5
좋습니다 사용하기 무난하네요.	5
좋아요~조작 쉽구요,잘쓸게요^^	5
배송 상품전부다 대만족합니다	5
매크로마우스로 살려고했는데 마우스에 클릭매크로가 없음 ㅋㅋㅋ무겁고 스윙감 후지고 클릭감 하드해서 30분 게임하면 손에서 뚜뚝뚜뚝 소리 막남;; 게이밍 마우스가 뭐이따구임	2
여자손에 크고 마우스커서(?)도 잘안되고 묵직해서 사용잘안할거같아요	3
좋아요ㅕ가성비는 갑인듯.	5
다음에도 이용하겠습니다.	5
배송지리고  그립감좋아요	5
만족함 라이트 없애고싶음	5
좋아요 부드럽고 가성비굳	5
마우스 잘 사용하고있어요	5
배송도 빠르고 괜찮아요. 	5
전에 쓰던 거 망가져서 새로 삽니다 ㅎㅎ 좋네요 ㅎㅎ	5
길고 넓어서 완전 편해요	5
크기도 적당하고 좋네요!	5
완전 짱짱짱짱 마우스가 이제 잘됨  굿굿굿굿 마우스가 이젠 잘됨 굿굿굿굿마우스가 월래 잘됨 귓귓귓귓마우스가 그냥 잘됨 궈궈궈궈마우스가 이젠 안됨 쉽쉽쉽쉽	5
배송도 빠르고 좋아욯ㅎ	5
남편이 아주좋아합니다~	5
빠른배송 마음에 들어요	5
좋아요 생각보단 크네요	5
소음 적게나고 좋아요 	5
배송'빠르고 좋아요	3
배송빠름, 물건 좋음~~	5
선물로 샀는데 좋아요	5
좋네요~! 만족합니다.	5
추천 친구가 이것저것 좋은 마우스 많이 추천해줬는데 피방에서 가장 많이 사용하고 많이. 접했던 모델이라 지름	5
좋은제품감사합니다	5
배송도빠르고좋아요	5
좋아요.감사합니다^^	4
배송 완전 빨라요 ㅎ	5
굿뜨구뜨  좋아요 사무실에서 필요해서 구매했어요 저번에도 구매했어욯ㅎ 마우스는 여기꺼만 ㅎㅎ..나름 단골입니다 ㅎㅎ ㅎㅎㅎ ㅎㅎ	5
역시 당일배송 하루만에 왔구요 포장상태나 제품 모두 좋습니다 ㅎㅎ 고장없이 오래 썼음 좋겠네요 많이 파세요!	5
배송 빠르고 좋내요	5
마우스 만족합니다.	5
괜찮아요 좋습니다.	5
여윽시 지10이네요	5
좋아요만족합니다	5
그립감 굿 가격 굿	5
매우 만족합니다. 	5
마우스 촉감이 좋내요 ㅎㅎㅎㅎ	5
쓰던거라 좋네요~	5
만족스럽습니다 !	5
만족스러운 결과 	5
가성비 오집니다~	5
클릭감이 좋아요	5
오홓홓홍 조아연	5
매우 맘에듭니다	5
빠른배송 쵝오~~	5
마우스가이빠뇨	5
잘받았습니다ㅎ	5
가성비 좋아요.	5
빠르고 좋아요.	5
엄청 좋습니다!	5
잘되고 편해요	5
클릭감 좋아요	5
잘받았 습니다	5
잘 쓰고있어욤	5
맥스틸 좋네요 마우스가 맛탱이가 가서 맥스틸꺼 첨사봤는데 촉감도 좋고 완전 만족스럽네요~~같이 산 마우스 패드도 좋은데 냄새만 좀 빼면 좋겠네요	5
조아요이뻐요	5
잘받앗븝니다	5
좋아요~~!~!~!~!	5
배송빨랐어용	5
좋아요! 매우	5
좋습니다요!!	5
매우 좋아영~	5
whgdkdy~~좋아!!	5
너무 좋아요0	5
맘에듭니다!	5
완전좋아요~	5
나쁘진 않네	5
완전좋아용!	5
싸고좋아요!	5
좋아요ㅎㅋ	5
배송빠른편	3
아주젛어요	5
넘넘조화욜	5
좋은제품임	5
쓰던마우스	5
좀아요ㅎㅎ	3
조아요ㅇㅇ	5
좋아요ㆍ    ㆍㆍ	5
괜찮아영!!	5
완전 만족 	5
가성비 값	5
적극추천합니다 너무 만족합니다 ㅎ ㅎ 저는 기존에 너무 싼 제품만 쓰다가 조금 가격대 높은거 써보니 그립감이 너무 좋네요 ㅎ가격대 합리적이고 너무 좋아요	5
리본된걸주문하려다구형주문,그냥써봤는데무리없음.	5
정말 좋아요ㅎㅎㅎ	5
그립감 좋고~ 피시방에서 사용하는 것과 느낌이 아주 비슷해요. 배그 하려고 샀는데 매크로 마우스 쓰는 게임 재미없게 하는 분들과는 다르게 평범하게 하기 좋습니다^^	5
ㅁㅈㅎㄴㄷ	5
qwert	3
가성비 좋습니다 구매평이랑 딱 맞는 제품 적극추천합니다!	5
빠른배송 감사합니다. 잘 받았습니다:)	5
진짜 이뻐요 완전만족합니다. 빠른배송까지 감사합니다~	5
완전조아요 기존에 쓰던게 버벅거리고 느려서 바꿨는데 너무싸게 잘산거같아요 ㅎㅎㅎ훨씬 빠르고 그립감이 너무조아요!	5
굿 기존에 사용한적이 있는 마우스라 믿고 구매하였습니다. 화이트 색상을 처음 사봤는데 기존보다 좀더 플라스틱 제질이라 내구성이 의심이 되긴 하지만 제품자체는 좋습니다. 추천드려요	4
아주 가격대비 만족스러운 마우스입니다 감사합니다!!	5
잘 받았습니다 :) 노트북 마우스가 고장나서 주문했는데 좋네요 :) 자주 컴퓨터로 작업하는 일이 많은데 게임을 안해도 엄청 편하네요 ^^ 많이 파시길바랄게요!	5
배송빠르고 상품은 맘에듭니다 기존에 1년도 안쓰고 클릭 고장나서 재구매하긴했는데..뽑기운이 나빳다고 치고 ㅠ이번꺼는 오래쓸수있으면 좋겠습니다.	5
만족 합니다ㅎㅎ 만족 합니다ㅋㅋ써 보니까 좋네요ㅎㅎ다음에도 또 이용 할게요많이 팔으셔서 번창하세요~~	5
